Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Khadakwasla,10/02/2025,08:00 स.,30.0,55.91,85.91,21.97,51.97,39.3,51.11,Success
Mulshi,10/02/2025,08:00 स.,230.0,522.76,752.76,335.28,565.28,64.14,64.68,Success
Panshet,10/02/2025,08:00 स.,9.0,301.61,310.61,212.13,221.13,70.33,73.72,Success
Temghar,10/02/2025,08:00 स.,2.95,105.01,107.96,13.83,16.78,13.17,12.5,Success
Gunjawani,09/02/2025,07:17 स.,0.21,104.48,104.69,86.0,86.21,82.31,72.01,Success
Khadakwasla,09/02/2025,08:43 स.,30.0,55.91,85.91,24.23,54.23,43.34,50.63,Success
Mulshi,09/02/2025,03:15 स.,230.0,522.76,752.76,336.59,566.59,64.39,64.16,Success
Panshet,09/02/2025,08:43 स.,9.0,301.61,310.61,212.26,221.26,70.38,74.49,Success
Temghar,09/02/2025,03:15 स.,2.95,105.01,107.96,13.92,16.87,13.26,12.99,Success
Gunjawani,08/02/2025,07:01 स.,0.21,104.48,104.69,86.58,86.79,82.87,71.5,Success
Khadakwasla,08/02/2025,08:00 स.,30.0,55.91,85.91,24.99,54.99,44.7,49.6,Success
Mulshi,08/02/2025,07:45 स.,230.0,522.76,752.76,337.91,567.91,64.64,65.88,Success
Panshet,08/02/2025,07:00 स.,9.0,301.61,310.61,212.38,221.38,70.42,74.94,Success
Temghar,08/02/2025,07:45 स.,2.95,105.01,107.96,13.83,16.78,13.17,12.29,Success
Gunjawani,07/02/2025,07:03 स.,0.21,104.48,104.69,87.16,87.37,83.42,72.52,Success
Khadakwasla,07/02/2025,08:00 स.,30.0,55.91,85.91,26.4,56.4,47.22,49.42,Success
Mulshi,07/02/2025,07:45 स.,230.0,522.76,752.76,339.34,569.34,64.91,66.3,Success
Panshet,07/02/2025,08:00 स.,9.0,301.61,310.61,212.51,221.51,70.46,75.54,Success
Temghar,07/02/2025,07:45 स.,2.95,105.01,107.96,13.92,16.87,13.26,12.42,Success
Gunjawani,06/02/2025,07:00 स.,0.21,104.48,104.69,87.16,87.37,83.42,73.55,Success
Khadakwasla,06/02/2025,08:31 स.,30.0,55.91,85.91,27.63,57.63,49.42,50.63,Success
Mulshi,06/02/2025,07:45 स.,230.0,522.76,752.76,340.78,570.78,65.19,66.57,Success
Panshet,06/02/2025,08:32 स.,9.0,301.61,310.61,212.63,221.63,70.5,75.76,Success
Temghar,06/02/2025,07:45 स.,2.95,105.01,107.96,14.62,17.57,13.92,11.97,Success
Gunjawani,05/02/2025,07:57 स.,0.21,104.48,104.69,87.74,87.95,83.98,74.06,Success
Khadakwasla,05/02/2025,08:00 स.,30.0,55.91,85.91,28.35,58.35,50.71,53.42,Success
Mulshi,05/02/2025,07:45 स.,230.0,522.76,752.76,342.58,572.58,65.53,66.99,Success
Panshet,05/02/2025,08:00 स.,9.0,301.61,310.61,212.82,221.82,70.56,75.83,Success
Temghar,05/02/2025,07:45 स.,2.95,105.01,107.96,15.52,18.47,14.78,12.56,Success
Gunjawani,04/02/2025,07:38 स.,0.21,104.48,104.69,87.74,87.95,83.98,83.42,Success
Khadakwasla,04/02/2025,08:20 स.,30.0,55.91,85.91,29.07,59.07,51.99,56.22,Success
Mulshi,04/02/2025,07:45 स.,230.0,522.76,752.76,344.39,574.39,65.88,67.13,Success
Panshet,04/02/2025,08:21 स.,9.0,301.61,310.61,213.0,222.0,70.62,75.9,Success
Temghar,04/02/2025,07:45 स.,2.95,105.01,107.96,16.5,19.45,15.71,12.56,Success
Gunjawani,03/02/2025,07:17 AM,0.21,104.48,104.69,85.42,85.63,81.76,83.42,Success
Khadakwasla,03/02/2025,06:45 AM,30.0,55.91,85.91,28.95,58.95,51.78,64.25,Success
Mulshi,03/02/2025,08:00 AM,230.0,522.76,752.76,345.48,575.48,66.09,67.4,Success
Panshet,03/02/2025,06:00 AM,9.0,301.61,310.61,213.0,222.0,70.62,75.9,Success
Temghar,03/02/2025,07:45 AM,2.95,105.01,107.96,17.41,20.36,16.58,12.56,Success
Gunjawani,02/02/2025,06:57 AM,0.21,104.48,104.69,88.32,88.53,84.53,83.42,Success
Khadakwasla,02/02/2025,08:00 AM,30.0,55.91,85.91,29.47,59.47,52.71,61.51,Success
Mulshi,02/02/2025,07:45 AM,230.0,522.76,752.76,346.2,576.2,66.23,67.82,Success
Panshet,02/02/2025,08:00 AM,9.0,301.61,310.61,213.13,222.13,70.66,75.9,Success
Temghar,02/02/2025,07:45 AM,2.95,105.01,107.96,18.36,21.31,17.48,12.56,Success
Gunjawani,01/02/2025,08:00 स.,0.21,104.48,104.69,88.61,88.82,84.81,83.42,Success
Khadakwasla,01/02/2025,08:00 AM,30.0,55.91,85.91,30.07,60.07,53.78,62.92,Success
Mulshi,01/02/2025,07:45 AM,230.0,522.76,752.76,347.65,577.65,66.5,68.17,Success
Panshet,01/02/2025,08:00 AM,9.0,301.61,310.61,213.13,222.13,70.66,76.04,Success
Temghar,01/02/2025,07:45 AM,2.95,105.01,107.96,19.42,22.37,18.49,12.56,Success
Gunjawani,31/01/2025,07:13 AM,0.21,104.48,104.69,88.9,89.11,85.09,83.42,Success
Khadakwasla,31/01/2025,08:00 AM,30.0,55.91,85.91,30.62,60.62,54.77,61.51,Success
Mulshi,31/01/2025,07:45 AM,230.0,522.76,752.76,348.74,578.74,66.71,68.37,Success
Panshet,31/01/2025,07:00 AM,9.0,301.61,310.61,213.26,222.26,70.71,76.71,Success
Temghar,31/01/2025,08:00 AM,2.95,105.01,107.96,20.39,23.34,19.42,12.56,Success
Gunjawani,30/01/2025,07:00 AM,0.21,104.48,104.69,88.9,89.11,85.09,83.42,Success
Khadakwasla,30/01/2025,08:00 AM,30.0,55.91,85.91,31.43,61.43,56.22,60.87,Success
Mulshi,30/01/2025,08:00 स.,230.0,522.76,752.76,349.71,579.71,66.9,68.74,Success
Panshet,30/01/2025,08:00 AM,9.0,301.61,310.61,213.39,222.39,70.75,77.26,Success
Temghar,30/01/2025,07:45 AM,2.95,105.01,107.96,21.34,24.29,20.32,12.97,Success
Gunjawani,29/01/2025,07:37 AM,0.21,104.48,104.69,88.9,89.11,85.09,83.42,Success
Khadakwasla,29/01/2025,08:00 AM,30.0,55.91,85.91,31.89,61.89,57.04,60.26,Success
Mulshi,29/01/2025,08:00 स.,230.0,522.76,752.76,350.67,580.67,67.08,69.12,Success
Panshet,29/01/2025,07:00 AM,9.0,301.61,310.61,213.51,222.51,70.79,77.95,Success
Temghar,29/01/2025,08:00 AM,2.95,105.01,107.96,22.14,25.09,21.08,12.97,Success
Gunjawani,28/01/2025,08:00 स.,0.21,104.48,104.69,89.48,89.69,85.64,83.42,Success
Khadakwasla,28/01/2025,08:00 AM,30.0,55.91,85.91,32.52,62.52,58.16,59.6,Success
Mulshi,28/01/2025,07:00 PM,230.0,522.76,752.76,351.64,581.64,67.27,69.49,Success
Panshet,28/01/2025,07:00 AM,9.0,301.61,310.61,213.64,222.64,70.83,78.49,Success
Temghar,28/01/2025,08:00 AM,2.95,105.01,107.96,23.16,26.11,22.06,13.11,Success
Gunjawani,27/01/2025,08:13 AM,0.21,104.48,104.69,90.06,90.27,86.2,83.42,Success
Khadakwasla,27/01/2025,08:00 AM,30.0,55.91,85.91,34.62,64.62,61.92,59.6,Success
Mulshi,27/01/2025,08:00 AM,230.0,522.76,752.76,354.53,584.53,67.82,69.84,Success
Panshet,27/01/2025,07:00 AM,9.0,301.61,310.61,213.88,222.88,70.91,79.02,Success
Temghar,27/01/2025,08:00 AM,2.95,105.01,107.96,24.19,27.14,23.04,13.11,Success
Gunjawani,26/01/2025,07:43 AM,0.21,104.48,104.69,90.06,90.27,86.2,83.42,Success
Khadakwasla,26/01/2025,08:00 AM,30.0,55.91,85.91,33.44,63.44,59.81,64.25,Success
Mulshi,26/01/2025,07:45 AM,230.0,522.76,752.76,355.26,585.26,67.96,70.05,Success
Panshet,26/01/2025,08:00 AM,9.0,301.61,310.61,213.88,222.88,70.91,79.57,Success
Temghar,26/01/2025,08:00 AM,2.95,105.01,107.96,25.25,28.2,24.05,13.41,Success
Gunjawani,25/01/2025,07:42 am,0.21,104.48,104.69,90.06,90.27,86.2,83.42,Success
Khadakwasla,25/01/2025,08:00 am,30.0,55.91,85.91,34.15,64.15,61.08,58.16,Success
Mulshi,25/01/2025,07:45 am,230.0,522.76,752.76,356.7,586.7,68.23,72.58,Success
Panshet,25/01/2025,08:00 am,9.0,301.61,310.61,214.13,223.13,71.0,80.11,Success
Temghar,25/01/2025,07:45 am,2.95,105.01,107.96,26.26,29.21,25.01,13.41,Success
Gunjawani,24/01/2025,07:26 AM,0.21,104.48,104.69,90.06,90.27,86.2,83.42,Success
Khadakwasla,24/01/2025,08:03 AM,30.0,55.91,85.91,35.18,65.18,62.92,57.47,Success
Mulshi,24/01/2025,08:00 स.,230.0,522.76,752.76,357.97,587.97,68.48,72.58,Success
Panshet,24/01/2025,08:03 AM,9.0,301.61,310.61,214.13,223.13,71.0,80.66,Success
Temghar,24/01/2025,08:00 स.,2.95,105.01,107.96,27.27,30.22,25.97,13.41,Success
Gunjawani,23/01/2025,07:38 AM,0.21,104.48,104.69,90.64,90.85,86.75,83.42,Success
Khadakwasla,23/01/2025,08:00 AM,30.0,55.91,85.91,34.9,64.9,62.42,56.82,Success
Mulshi,23/01/2025,07:45 AM,230.0,522.76,752.76,359.24,589.24,68.72,72.58,Success
Panshet,23/01/2025,08:00 AM,9.0,301.61,310.61,214.38,223.38,71.08,81.2,Success
Temghar,23/01/2025,07:45 AM,2.95,105.01,107.96,28.28,31.23,26.93,13.41,Success
Gunjawani,22/01/2025,07:10 AM,0.21,104.48,104.69,90.64,90.85,86.75,83.42,Success
Khadakwasla,22/01/2025,08:15 AM,30.0,55.91,85.91,36.2,66.2,64.75,56.22,Success
Mulshi,22/01/2025,08:00 AM,230.0,522.76,752.76,360.7,590.7,69.0,72.58,Success
Panshet,22/01/2025,08:17 AM,9.0,301.61,310.61,214.5,223.5,71.12,81.74,Success
Temghar,22/01/2025,08:00 AM,2.95,105.01,107.96,29.31,32.26,27.91,13.41,Success
Gunjawani,21/01/2025,07:14 AM,0.21,104.48,104.69,90.64,90.85,86.75,83.42,Success
Khadakwasla,21/01/2025,08:00 AM,30.0,55.91,85.91,36.2,66.2,64.75,55.55,Success
Mulshi,21/01/2025,07:45 AM,230.0,522.76,752.76,362.53,592.53,69.35,72.58,Success
Panshet,21/01/2025,08:00 AM,9.0,301.61,310.61,214.5,223.5,71.12,82.15,Success
Temghar,21/01/2025,07:45 AM,2.95,105.01,107.96,30.37,33.32,28.92,13.41,Success
Gunjawani,20/01/2025,07:40 AM,0.21,104.48,104.69,91.22,91.43,87.31,83.42,Success
Khadakwasla,20/01/2025,08:20 AM,30.0,55.91,85.91,36.2,66.2,64.75,54.97,Success
Mulshi,20/01/2025,07:45 AM,230.0,522.76,752.76,364.37,594.37,69.7,72.58,Success
Panshet,20/01/2025,08:20 AM,9.0,301.61,310.61,214.5,223.5,71.12,82.92,Success
Temghar,20/01/2025,07:45 AM,2.95,105.01,107.96,31.41,34.36,29.91,13.41,Success
Gunjawani,19/01/2025,08:00 स.,0.21,104.48,104.69,91.22,91.43,87.31,83.79,Success
Khadakwasla,19/01/2025,08:00 AM,30.0,55.91,85.91,37.25,67.25,66.62,54.36,Success
Mulshi,19/01/2025,07:45 AM,230.0,522.76,752.76,365.47,595.47,69.91,72.79,Success
Panshet,19/01/2025,08:00 AM,9.0,301.61,310.61,214.79,223.79,71.21,83.42,Success
Temghar,19/01/2025,07:45 AM,2.95,105.01,107.96,32.46,35.41,30.91,13.58,Success
Gunjawani,18/01/2025,08:00 स.,0.21,104.48,104.69,91.22,91.43,87.31,84.16,Success
Khadakwasla,18/01/2025,06:00 AM,30.0,55.91,85.91,37.25,67.25,66.62,54.36,Success
Mulshi,18/01/2025,05:45 AM,230.0,522.76,752.76,367.31,597.31,70.26,73.15,Success
Panshet,18/01/2025,06:00 AM,9.0,301.61,310.61,215.38,224.38,71.41,84.01,Success
Temghar,18/01/2025,05:45 AM,2.95,105.01,107.96,33.6,36.55,32.0,13.65,Success
Gunjawani,17/01/2025,07:27 AM,0.21,104.48,104.69,91.22,91.43,87.31,84.53,Success
Khadakwasla,17/01/2025,07:00 AM,30.0,55.91,85.91,36.08,66.08,64.53,53.56,Success
Mulshi,17/01/2025,07:45 AM,230.0,522.76,752.76,369.14,599.14,70.61,73.5,Success
Panshet,17/01/2025,07:00 AM,9.0,301.61,310.61,217.01,226.01,71.95,84.51,Success
Temghar,17/01/2025,07:45 AM,2.95,105.01,107.96,34.63,37.58,32.98,13.74,Success
Gunjawani,16/01/2025,08:00 स.,0.21,104.48,104.69,91.51,91.72,87.59,84.81,Success
Khadakwasla,16/01/2025,08:44 AM,30.0,55.91,85.91,33.69,63.69,60.26,52.56,Success
Mulshi,16/01/2025,07:45 AM,230.0,522.76,752.76,370.98,600.98,70.97,73.71,Success
Panshet,16/01/2025,08:44 AM,9.0,301.61,310.61,219.03,228.03,72.62,85.03,Success
Temghar,16/01/2025,07:45 AM,2.95,105.01,107.96,35.66,38.61,33.96,13.82,Success
Gunjawani,15/01/2025,07:16 AM,0.21,104.48,104.69,91.8,92.01,87.86,85.09,Success
Khadakwasla,15/01/2025,08:00 स.,30.0,55.91,85.91,32.2,62.2,57.59,51.61,PDF Not Available
Mulshi,15/01/2025,08:00 स.,230.0,522.76,752.76,372.45,602.45,71.25,74.21,PDF Not Available
Panshet,15/01/2025,08:00 स.,9.0,301.61,310.61,220.72,229.72,73.18,85.52,PDF Not Available
Temghar,15/01/2025,08:00 स.,2.95,105.01,107.96,36.74,39.69,34.99,14.12,PDF Not Available
Gunjawani,14/01/2025,07:11 AM,0.21,104.48,104.69,91.8,92.01,87.86,85.64,Success
Khadakwasla,14/01/2025,08:00 AM,30.0,55.91,85.91,30.72,60.72,54.95,50.66,Success
Mulshi,14/01/2025,07:45 AM,230.0,522.76,752.76,373.92,603.92,71.53,74.71,Success
Panshet,14/01/2025,08:00 AM,9.0,301.61,310.61,222.4,231.4,73.74,86.01,Success
Temghar,14/01/2025,07:45 AM,2.95,105.01,107.96,37.82,40.77,36.02,14.41,Success
Gunjawani,13/01/2025,07:56 AM,0.21,104.48,104.69,91.8,92.01,87.86,86.19,Success
Khadakwasla,13/01/2025,08:17 AM,30.0,55.91,85.91,29.7,59.7,53.12,48.11,Success
Mulshi,13/01/2025,07:45 AM,230.0,522.76,752.76,376.49,606.49,72.02,75.63,Success
Panshet,13/01/2025,08:17 AM,9.0,301.61,310.61,224.3,233.3,74.37,86.92,Success
Temghar,13/01/2025,07:45 AM,2.95,105.01,107.96,38.78,41.73,36.93,15.65,Success
Gunjawani,12/01/2025,07:43 AM,0.21,104.48,104.69,91.8,92.01,87.86,86.75,Success
Khadakwasla,12/01/2025,08:00 AM,30.0,55.91,85.91,28.06,58.06,50.19,47.11,Success
Mulshi,12/01/2025,07:45 AM,230.0,522.76,752.76,377.59,607.59,72.23,75.84,Success
Panshet,12/01/2025,08:00 AM,9.0,301.61,310.61,225.65,234.65,74.82,87.14,Success
Temghar,12/01/2025,07:45 AM,2.95,105.01,107.96,39.95,42.9,38.04,16.21,Success
Gunjawani,11/01/2025,08:00 स.,0.21,104.48,104.69,91.93,92.14,87.99,87.4,PDF Not Available
Khadakwasla,11/01/2025,08:00 स.,30.0,55.91,85.91,27.95,57.95,49.99,48.37,PDF Not Available
Mulshi,11/01/2025,08:00 स.,230.0,522.76,752.76,379.07,609.07,72.51,76.2,PDF Not Available
Panshet,11/01/2025,08:00 स.,9.0,301.61,310.61,227.56,236.56,75.45,87.24,PDF Not Available
Temghar,11/01/2025,08:00 स.,2.95,105.01,107.96,40.88,43.83,38.93,17.12,PDF Not Available
Gunjawani,10/01/2025,08:00 स.,0.21,104.48,104.69,92.07,92.28,88.12,88.05,PDF Not Available
Khadakwasla,10/01/2025,08:00 स.,30.0,55.91,85.91,27.85,57.85,49.81,49.63,PDF Not Available
Mulshi,10/01/2025,08:00 स.,230.0,522.76,752.76,380.55,610.55,72.8,76.56,PDF Not Available
Panshet,10/01/2025,08:00 स.,9.0,301.61,310.61,229.48,238.48,76.09,87.34,PDF Not Available
Temghar,10/01/2025,08:00 स.,2.95,105.01,107.96,41.81,44.76,39.82,18.03,PDF Not Available
Gunjawani,09/01/2025,08:00 स.,0.21,104.48,104.69,92.2,92.41,88.25,88.7,PDF Not Available
Khadakwasla,09/01/2025,08:00 स.,30.0,55.91,85.91,27.74,57.74,49.62,50.89,PDF Not Available
Mulshi,09/01/2025,08:00 स.,230.0,522.76,752.76,382.03,612.03,73.08,76.92,PDF Not Available
Panshet,09/01/2025,08:00 स.,9.0,301.61,310.61,231.39,240.39,76.72,87.44,PDF Not Available
Temghar,09/01/2025,08:00 स.,2.95,105.01,107.96,42.74,45.69,40.7,18.95,PDF Not Available
Gunjawani,08/01/2025,08:00 स.,0.21,104.48,104.69,92.33,92.54,88.37,89.35,PDF Not Available
Khadakwasla,08/01/2025,08:00 स.,30.0,55.91,85.91,27.63,57.63,49.42,52.16,PDF Not Available
Mulshi,08/01/2025,08:00 स.,230.0,522.76,752.76,383.51,613.51,73.36,77.27,PDF Not Available
Panshet,08/01/2025,08:00 स.,9.0,301.61,310.61,233.3,242.3,77.35,87.55,PDF Not Available
Temghar,08/01/2025,08:00 स.,2.95,105.01,107.96,43.67,46.62,41.59,19.86,PDF Not Available
Gunjawani,07/01/2025,08:00 स.,0.21,104.48,104.69,92.47,92.68,88.5,90.0,PDF Not Available
Khadakwasla,07/01/2025,08:00 स.,30.0,55.91,85.91,27.53,57.53,49.24,53.42,PDF Not Available
Mulshi,07/01/2025,08:00 स.,230.0,522.76,752.76,384.99,614.99,73.65,77.63,PDF Not Available
Panshet,07/01/2025,08:00 स.,9.0,301.61,310.61,235.22,244.22,77.99,87.65,PDF Not Available
Temghar,07/01/2025,08:00 स.,2.95,105.01,107.96,44.6,47.55,42.47,20.77,PDF Not Available
Gunjawani,06/01/2025,08:00 स.,0.21,104.48,104.69,92.6,92.81,88.63,90.65,PDF Not Available
Khadakwasla,06/01/2025,08:00 स.,30.0,55.91,85.91,27.42,57.42,49.04,54.68,PDF Not Available
Mulshi,06/01/2025,08:00 स.,230.0,522.76,752.76,386.47,616.47,73.93,77.99,PDF Not Available
Panshet,06/01/2025,08:00 स.,9.0,301.61,310.61,237.13,246.13,78.62,87.75,PDF Not Available
Temghar,06/01/2025,08:00 स.,2.95,105.01,107.96,45.53,48.48,43.36,21.68,PDF Not Available
Gunjawani,05/01/2025,08:00 स.,0.21,104.48,104.69,92.73,92.94,88.75,91.31,PDF Not Available
Khadakwasla,05/01/2025,08:00 स.,30.0,55.91,85.91,27.31,57.31,48.85,55.94,PDF Not Available
Mulshi,05/01/2025,08:00 स.,230.0,522.76,752.76,387.94,617.94,74.21,78.35,PDF Not Available
Panshet,05/01/2025,08:00 स.,9.0,301.61,310.61,239.04,248.04,79.25,87.85,PDF Not Available
Temghar,05/01/2025,08:00 स.,2.95,105.01,107.96,46.46,49.41,44.24,22.6,PDF Not Available
Gunjawani,04/01/2025,08:00 स.,0.21,104.48,104.69,92.86,93.07,88.88,91.96,PDF Not Available
Khadakwasla,04/01/2025,08:00 स.,30.0,55.91,85.91,27.2,57.2,48.65,57.2,PDF Not Available
Mulshi,04/01/2025,08:00 स.,230.0,522.76,752.76,389.42,619.42,74.49,78.71,PDF Not Available
Panshet,04/01/2025,08:00 स.,9.0,301.61,310.61,240.95,249.95,79.89,87.95,PDF Not Available
Temghar,04/01/2025,08:00 स.,2.95,105.01,107.96,47.39,50.34,45.13,23.51,PDF Not Available
Gunjawani,03/01/2025,08:00 स.,0.21,104.48,104.69,93.0,93.21,89.01,92.61,PDF Not Available
Khadakwasla,03/01/2025,08:00 स.,30.0,55.91,85.91,27.1,57.1,48.47,58.46,PDF Not Available
Mulshi,03/01/2025,08:00 स.,230.0,522.76,752.76,390.9,620.9,74.78,79.07,PDF Not Available
Panshet,03/01/2025,08:00 स.,9.0,301.61,310.61,242.87,251.87,80.52,88.05,PDF Not Available
Temghar,03/01/2025,08:00 स.,2.95,105.01,107.96,48.32,51.27,46.01,24.42,PDF Not Available
Gunjawani,02/01/2025,08:00 स.,0.21,104.48,104.69,93.13,93.34,89.14,93.26,PDF Not Available
Khadakwasla,02/01/2025,08:00 स.,30.0,55.91,85.91,26.99,56.99,48.27,59.73,PDF Not Available
Mulshi,02/01/2025,08:00 स.,230.0,522.76,752.76,392.38,622.38,75.06,79.42,PDF Not Available
Panshet,02/01/2025,08:00 स.,9.0,301.61,310.61,244.78,253.78,81.16,88.16,PDF Not Available
Temghar,02/01/2025,08:00 स.,2.95,105.01,107.96,49.25,52.2,46.9,25.33,PDF Not Available
Gunjawani,01/01/2025,08:00 स.,0.21,104.48,104.69,93.26,93.47,89.26,93.91,PDF Not Available
Khadakwasla,01/01/2025,08:00 स.,30.0,55.91,85.91,26.88,56.88,48.08,60.99,PDF Not Available
Mulshi,01/01/2025,08:00 स.,230.0,522.76,752.76,393.86,623.86,75.34,79.78,PDF Not Available
Panshet,01/01/2025,08:00 स.,9.0,301.61,310.61,246.69,255.69,81.79,88.26,PDF Not Available
Temghar,01/01/2025,08:00 स.,2.95,105.01,107.96,50.18,53.13,47.79,26.25,PDF Not Available
Gunjawani,31/12/2024,08:00 स.,0.21,104.48,104.69,93.4,93.61,89.4,94.56,PDF Not Available
Khadakwasla,31/12/2024,08:00 स.,30.0,55.91,85.91,26.78,56.78,47.9,62.25,PDF Not Available
Mulshi,31/12/2024,08:00 स.,230.0,522.76,752.76,395.34,625.34,75.63,80.14,PDF Not Available
Panshet,31/12/2024,08:00 स.,9.0,301.61,310.61,248.61,257.61,82.43,88.36,PDF Not Available
Temghar,31/12/2024,08:00 स.,2.95,105.01,107.96,51.11,54.06,48.67,27.16,PDF Not Available
Gunjawani,30/12/2024,07:43 AM,0.21,104.48,104.69,93.53,93.74,89.52,95.21,Success
Khadakwasla,30/12/2024,08:00 AM,30.0,55.91,85.91,26.67,56.67,47.7,63.51,Success
Mulshi,30/12/2024,07:45 AM,230.0,522.76,752.76,396.82,626.82,75.91,80.5,Success
Panshet,30/12/2024,08:00 AM,9.0,301.61,310.61,250.52,259.52,83.06,88.46,Success
Temghar,30/12/2024,07:45 AM,2.95,105.01,107.96,52.04,54.99,49.56,28.07,Success
Gunjawani,29/12/2024,08:00 स.,0.21,104.48,104.69,94.11,94.32,90.07,95.21,Success
Khadakwasla,29/12/2024,08:00 AM,30.0,55.91,85.91,26.78,56.78,47.9,64.53,Success
Mulshi,29/12/2024,07:45 AM,230.0,522.76,752.76,399.81,629.81,76.48,81.52,Success
Panshet,29/12/2024,08:00 AM,9.0,301.61,310.61,252.3,261.3,83.65,88.54,Success
Temghar,29/12/2024,07:45 AM,2.95,105.01,107.96,52.16,55.11,49.67,28.98,Success
Gunjawani,28/12/2024,07:38 AM,0.21,104.48,104.69,94.69,94.9,90.63,95.21,Success
Khadakwasla,28/12/2024,08:00 AM,30.0,55.91,85.91,26.67,56.67,47.7,66.41,Success
Mulshi,28/12/2024,07:45 AM,230.0,522.76,752.76,401.31,631.31,76.77,81.52,Success
Panshet,28/12/2024,08:00 AM,9.0,301.61,310.61,254.21,263.21,84.28,88.59,Success
Temghar,28/12/2024,07:45 AM,2.95,105.01,107.96,54.81,57.76,52.2,30.01,Success
Gunjawani,27/12/2024,07:09 AM,0.21,104.48,104.69,95.27,95.48,91.18,95.8,Success
Khadakwasla,27/12/2024,08:00 AM,30.0,55.91,85.91,25.9,55.9,46.32,67.88,Success
Mulshi,27/12/2024,07:45 AM,230.0,522.76,752.76,402.8,632.8,77.05,81.95,Success
Panshet,27/12/2024,08:00 AM,9.0,301.61,310.61,255.72,264.72,84.78,88.63,Success
Temghar,27/12/2024,07:45 AM,2.95,105.01,107.96,54.81,57.76,52.2,30.93,Success
Gunjawani,26/12/2024,07:04 AM,0.21,104.48,104.69,95.85,96.06,91.74,95.8,Success
Khadakwasla,26/12/2024,08:00 AM,30.0,55.91,85.91,25.99,55.99,46.49,69.27,Success
Mulshi,26/12/2024,07:45 AM,230.0,522.76,752.76,404.67,634.67,77.41,82.39,Success
Panshet,26/12/2024,08:00 AM,9.0,301.61,310.61,256.81,265.81,85.15,88.63,Success
Temghar,26/12/2024,07:45 AM,2.95,105.01,107.96,54.81,57.76,52.2,32.82,Success
Gunjawani,25/12/2024,08:24 AM,0.21,104.48,104.69,96.43,96.64,92.3,95.8,Success
Khadakwasla,25/12/2024,08:00 AM,30.0,55.91,85.91,24.99,54.99,44.7,71.53,Success
Mulshi,25/12/2024,07:45 AM,230.0,522.76,752.76,405.8,635.8,77.63,82.68,Success
Panshet,25/12/2024,08:00 AM,9.0,301.61,310.61,258.29,267.29,85.64,88.72,Success
Temghar,25/12/2024,07:45 AM,2.95,105.01,107.96,54.92,57.87,52.3,33.94,Success
Gunjawani,24/12/2024,08:01 AM,0.21,104.48,104.69,97.01,97.22,92.85,95.8,Success
Khadakwasla,24/12/2024,08:38 AM,30.0,55.91,85.91,24.54,54.54,43.89,73.78,Success
Mulshi,24/12/2024,07:45 AM,230.0,522.76,752.76,407.67,637.67,77.98,83.18,Success
Panshet,24/12/2024,08:37 AM,9.0,301.61,310.61,260.49,269.49,86.37,88.72,Success
Temghar,24/12/2024,07:45 AM,2.95,105.01,107.96,55.97,58.92,53.3,34.85,Success
Gunjawani,23/12/2024,08:00 AM,0.21,104.48,104.69,97.32,97.53,93.15,95.8,Success
Khadakwasla,23/12/2024,08:00 AM,30.0,55.91,85.91,23.76,53.76,42.5,74.22,Success
Mulshi,23/12/2024,07:45 AM,230.0,522.76,752.76,409.91,639.91,78.41,83.4,Success
Panshet,23/12/2024,08:00 AM,9.0,301.61,310.61,262.0,271.0,86.87,88.81,Success
Temghar,23/12/2024,07:45 AM,2.95,105.01,107.96,57.02,59.97,54.3,35.55,Success
Gunjawani,22/12/2024,07:12 AM,0.21,104.48,104.69,97.63,97.84,93.44,95.8,Success
Khadakwasla,22/12/2024,08:00 AM,30.0,55.91,85.91,22.68,52.68,40.57,74.95,Success
Mulshi,22/12/2024,07:45 AM,230.0,522.76,752.76,411.04,641.04,78.63,83.62,Success
Panshet,22/12/2024,08:00 AM,9.0,301.61,310.61,263.91,272.91,87.5,88.91,Success
Temghar,22/12/2024,07:45 AM,2.95,105.01,107.96,57.99,60.94,55.22,36.26,Success
Gunjawani,21/12/2024,08:00 स.,0.21,104.48,104.69,98.24,98.45,94.03,95.8,Success
Khadakwasla,21/12/2024,08:32 AM,30.0,55.91,85.91,22.28,52.28,39.85,76.12,Success
Mulshi,21/12/2024,07:45 AM,230.0,522.76,752.76,414.03,644.03,79.2,83.99,Success
Panshet,21/12/2024,08:33 AM,9.0,301.61,310.61,265.84,274.84,88.14,88.81,Success
Temghar,21/12/2024,07:00 AM,2.95,105.01,107.96,59.01,61.96,56.19,37.46,Success
Gunjawani,20/12/2024,08:34 AM,0.21,104.48,104.69,98.86,99.07,94.62,95.8,Success
Khadakwasla,20/12/2024,08:41 AM,30.0,55.91,85.91,21.37,51.37,38.22,77.05,Success
Mulshi,20/12/2024,07:45 AM,230.0,522.76,752.76,417.8,647.8,79.92,84.5,Success
Panshet,20/12/2024,08:41 AM,9.0,301.61,310.61,267.45,276.45,88.67,88.96,Success
Temghar,20/12/2024,07:45 AM,2.95,105.01,107.96,59.86,62.81,57.0,38.68,Success
Gunjawani,19/12/2024,08:07 AM,0.21,104.48,104.69,98.86,99.07,94.62,95.8,Success
